job_id,job_title,salary_percentiles_percentile_25,salary_percentiles_percentile_50,salary_percentiles_percentile_75,iso_alpha2,currency_code,gbp_converted_25th,gbp_converted_50th,gbp_converted_75th
INDUSTRIAL-DESIGNER,Industrial Designer,43853.42466270259,53871.10748128141,66177.18555805314,AX,EUR,38084.300560844225,46784.110126924505,57471.26580075706
INTERIOR-DESIGNER,Interior Designer,37414.231377968325,45144.96673794246,54473.06938316696,AX,EUR,32492.213413457535,39205.93420653406,47306.88111172024
LECTURER,Lecturer,36331.33356605456,44769.04317978665,55166.35450745599,AX,EUR,31551.77589773758,38879.465159091924,47908.96131984231
MARKETING-MANAGER,Marketing Manager,44761.64766884892,56221.94542562716,70616.41633093807,AX,EUR,38873.042562372975,48825.68429201921,61326.494903474966
MECHANICAL-ENGINEER,Mechanical Engineer,47039.4534664784,55152.01981734172,64663.70388635755,AX,EUR,40851.192302863696,47896.5124255779,56156.889755521835
MOBILE-DEVELOPER,Mobile Developer,45847.501324639255,57340.50339919842,71714.5588107872,AX,EUR,39816.04706681667,49797.09070754706,62280.171579421665
NURSE,Nurse,49393.17246317155,54948.7109741312,61129.11333990336,AX,EUR,42895.26850433011,47719.949816133805,53087.2912061258
OFFICE-MANAGER,Office Manager,29154.882455013965,35644.100811671946,43577.67261222951,AX,EUR,25319.42065580991,30954.951841817852,37844.824988497014
OPERATIONS-MANAGER,Operations Manager,40547.054341032985,51676.51459348853,65860.81785548024,AX,EUR,35212.89879315021,44878.22624692551,57196.51775621546
PHARMACIST,Pharmacist,78273.85377603376,87198.41625893107,97140.53200730369,AX,EUR,67976.56046683603,75727.05481447061,84361.23851355485
PHYSICIAN,Physician,98532.49678016864,134246.69551887794,182905.90258711067,AX,EUR,85570.0837790646,116585.91183619553,158843.77154253313
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,32373.76180177704,36613.87279652592,41409.326768030856,AX,EUR,28114.841297506813,31797.1457646582,35961.735230160455
PRODUCT-MANAGER,Product Manager,55340.43980167869,68007.03778556187,83572.8303739745,AX,EUR,48060.14487550288,59060.392368416964,72578.43179098128
PROJECT-MANAGER,Project Manager,49580.48957448087,61285.4345993176,75753.67904314528,AX,EUR,43057.94316935714,53223.04766923837,65787.92656352311
QA-ENGINEER,QA Engineer,39073.739334901205,48167.14430926569,59376.80473896452,AX,EUR,33933.405299862185,41830.530115742644,51565.507036547235
RECEPTIONIST,Receptionist,20220.01436183648,24489.91539340569,29661.499999137308,AX,EUR,17559.976449358328,21268.1519339892,25759.390281174197
RESEARCH-SCIENTIST,Research Scientist,42315.68087304547,54232.49791590613,69505.29377094924,AX,EUR,36748.8541932842,47097.95795153392,60361.54573793033
SALES-MANAGER,Sales Manager,42257.63252277231,55850.51245903571,73815.77139362806,AX,EUR,36698.44237628546,48503.11507771778,64104.959772422226
SOFTWARE-ENGINEER,Software Engineer,49731.38642132344,60615.33215620177,73881.28014929555,AX,EUR,43188.98882686365,52641.10035163504,64161.850543425775
SYSTEMS-ADMINISTRATOR,Systems Administrator,39972.83226239694,48107.84732645864,57898.448606130216,AX,EUR,34714.218327493276,41779.03392968775,50281.63560046498
TEACHER,Teacher,28584.13286399388,35352.74192205254,43724.13070405182,AX,EUR,24823.755855704236,30701.92258335776,37972.01583006594
UX-DESIGNER,UX Designer,44021.056939406575,53976.41468073662,66183.17560609926,AX,EUR,38229.880023766375,46875.563669404255,57476.46782983271
WAITER,Waiter,11511.768162762855,17620.733407861375,26971.551323910902,AX,EUR,9997.340961840388,15302.643120099363,23423.316995483998
WEB-DESIGNER,Web Designer,32030.76515946096,39193.23337314984,47957.31649228067,AX,EUR,27816.967475386922,34037.17933582157,41648.30613415975
WEB-DEVELOPER,Web Developer,40356.13892318295,50005.47166307388,61962.00288154976,AX,EUR,35047.099195718,43427.01686700878,53810.6102144363
ACCOUNT-MANAGER,Account Manager,4728.56106573281,5920.527429993007,7412.962328713695,AL,ALL,39.73836856319067,49.755538277072205,62.29781641147539
ACCOUNTANT,Accountant,3774.324640274973,4482.382658056706,5323.271368565622,AL,ALL,31.719058197070122,37.66950910244976,44.736256265976316
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,2945.5067595144783,3547.640017360261,4272.863965469385,AL,ALL,24.753753115973765,29.814022612720173,35.908734331611
ARCHITECT,Architect,6438.311438413439,7972.248496647717,9871.648288571105,AL,ALL,54.10694486286166,66.99800312043403,82.96037474491932
ATTORNEY,Attorney,5151.251460472993,6956.632442369567,9394.752966259795,AL,ALL,43.29061764294382,58.46286430704876,78.95259271131002
BUSINESS-ANALYST,Business Analyst,5173.297644894326,6205.789064195547,7444.346054068133,AL,ALL,43.475891638514234,52.15284938277574,62.561562195379594
BUSINESS-DEVELOPMENT,Business Development,4664.811637077124,6180.244704867633,8187.988622832559,AL,ALL,39.202624547961406,51.93817706458587,68.81106221579626
C-LEVEL-EXECUTIVE,C Level Executive,8539.080447937979,12802.389500245175,19194.242039910387,AL,ALL,71.7616038608369,107.59003962898429,161.30654841291357
CASHIER,Cashier,1366.88172972507,1915.1370781674168,2683.2972805257623,AL,ALL,11.487141479833785,16.09462625168712,22.55017008680948
CHEF,Chef,3520.5464626443377,4324.3626367583065,5311.707262668906,AL,ALL,29.58633100674924,36.34152417015707,44.63907264164763
CHEMICAL-ENGINEER,Chemical Engineer,5824.3591399040015,7057.773667567552,8552.386270505795,AL,ALL,48.947349294731865,59.31284535370938,71.8734247031367
CIVIL-ENGINEER,Civil Engineer,5161.896477065804,6153.916976532235,7336.585365923228,AL,ALL,43.38007732990693,51.71692138923773,61.6559518241489
CONTENT-MARKETING,Content Marketing,3560.971987565375,4458.769473477654,5582.920979731862,AL,ALL,29.926063197227712,37.47106618954057,46.91832641424756
COPYWRITER,Copywriter,3533.258864364024,4344.743436958662,5342.601903128072,AL,ALL,29.693164797798513,36.512802438263556,44.89870820352935
CUSTOMER-SUPPORT,Customer Support,2953.446316223558,3797.288384442097,4882.228261746881,AL,ALL,24.820476380482322,31.912043275748086,41.02977277398368
DATA-ANALYST,Data Analyst,4242.941209336175,5106.497406847695,6145.811237912952,AL,ALL,35.65726639133947,42.91450891706798,51.64880154807416
DATA-SCIENTIST,Data Scientist,8371.528234683694,10112.913774484186,12216.529902681044,AL,ALL,70.3535113118946,84.98794648767854,102.66653239482784
DENTIST,Dentist,8942.515887023375,11646.612540725771,15168.391690600778,AL,ALL,75.15203616084646,97.87700216245679,127.4736925531316
ELECTRICAL-ENGINEER,Electrical Engineer,5621.558824043836,6702.224136134439,7990.632096360458,AL,ALL,47.24303511027842,56.324841577053235,67.15249710935535
EXECUTIVE-ASSISTANT,Executive Assistant,4174.42355052163,5048.8958084814985,6106.555450444572,AL,ALL,35.08145063233597,42.4304306713004,51.318899717692496
FASHION-DESIGNER,Fashion Designer,4380.2450393137815,5654.745710888852,7300.082248326756,AL,ALL,36.811154461079816,47.521934488456964,61.34918316438342
FINANCE-MANAGER,Finance Manager,5905.229113256136,7459.7029017239265,9423.371441604337,AL,ALL,49.626972707031925,62.69061965358546,79.19309960233855
FINANCIAL-ANALYST,Financial Analyst,4552.137299930777,5297.900087818,6165.838921626726,AL,ALL,38.255720347107896,44.52303848338797,51.81711225947694
GRAPHIC-DESIGNER,Graphic Designer,3217.110986283411,3831.003620264607,4562.039917508644,AL,ALL,27.036288694266354,32.19538284748779,38.33894098475628
HARDWARE-ENGINEER,Hardware Engineer,5745.98930138674,6981.124917768708,8481.760504797521,AL,ALL,48.288736773090676,58.66869669472568,71.2798926182681
HUMAN-RESOURCES-MANAGER,Human Resources Manager,5285.654244798933,6454.667252825276,7882.227519079777,AL,ALL,44.420125606406174,54.24439754079339,66.24147555627978
IT-MANAGER,IT Manager,6130.405428971891,7512.160016882381,9205.35334458465,AL,ALL,51.51933262397577,63.13146416144957,77.36089666102555
INDUSTRIAL-DESIGNER,Industrial Designer,4987.395736807885,6126.809990996289,7526.533414771195,AL,ALL,41.91359003397854,51.48911691195802,63.25225680320064
INTERIOR-DESIGNER,Interior Designer,4255.101174340633,5134.179471394276,6194.870054663531,AL,ALL,35.759457557815985,43.14714630257494,52.06108708572671
LECTURER,Lecturer,4131.591174140245,5091.385137915561,6274.1451247246605,AL,ALL,34.721491495630396,42.78750687473354,52.727307085462236
MARKETING-MANAGER,Marketing Manager,5090.562870986513,6393.974428354305,8031.117584945171,AL,ALL,42.78059662321524,53.73434093066591,67.49273322864735
MECHANICAL-ENGINEER,Mechanical Engineer,5349.609607359581,6272.380554652312,7354.323158133951,AL,ALL,44.95760027019877,52.71247780972364,61.805018509461505
MOBILE-DEVELOPER,Mobile Developer,5214.085637742701,6521.202484819073,8155.999882353483,AL,ALL,43.818669974297514,54.80355317707514,68.5422319434663
NURSE,Nurse,5617.430725965723,6249.400766530723,6952.468458612034,AL,ALL,47.208342974423,52.51935789920849,58.42787059142412
OFFICE-MANAGER,Office Manager,3315.408703036572,4053.3735966579993,4955.599440586668,AL,ALL,27.86237317175462,34.06415856095934,41.64637704452605
OPERATIONS-MANAGER,Operations Manager,4611.293439617319,5877.055342503186,7490.258416890429,AL,ALL,38.752862807353374,49.39020307025827,62.947405239400126
PHARMACIST,Pharmacist,8902.341318879171,9917.067101760797,11047.455537596546,AL,ALL,74.81441298677966,83.34207004569788,92.84174482167504
PHYSICIAN,Physician,11206.313204854636,15268.068391149453,20802.01651831673,AL,ALL,94.1767692493679,128.31136587668678,174.81812918796305
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,3681.652373450549,4163.748845580096,4708.973767890268,AL,ALL,30.940249455158572,34.991741447369726,39.57375881193577
PRODUCT-MANAGER,Product Manager,6293.7175860627485,7734.242665940821,9504.479474599511,AL,ALL,52.89179215217274,64.99782520386668,79.8747236447888
PROJECT-MANAGER,Project Manager,5638.71223170591,6969.987183015561,8615.570246382977,AL,ALL,47.38719068452488,58.575096252132894,72.4044167080599
QA-ENGINEER,QA Engineer,4443.901771045,5478.06946703313,6752.90468416089,AL,ALL,37.34611946034673,46.03716447129938,56.75075598705303
RECEPTIONIST,Receptionist,2299.451364711373,2785.0900092955785,3373.2943774836776,AL,ALL,19.324366240339803,23.40562630629704,28.34883876535301
RESEARCH-SCIENTIST,Research Scientist,4812.33633054967,6167.669841349838,7904.7158508872035,AL,ALL,40.44240776316986,51.832499131245164,66.4304653155981
SALES-MANAGER,Sales Manager,4806.224171138947,6352.209647842221,8395.48176975228,AL,ALL,40.39104176831353,53.383353766097535,70.55481449730651
SOFTWARE-ENGINEER,Software Engineer,5655.920205940994,6893.739336901678,8402.45977926397,AL,ALL,47.53180483095838,57.934316748833126,70.61345701243073
SYSTEMS-ADMINISTRATOR,Systems Administrator,4546.043553975196,5471.1078927735325,6584.411525972847,AL,ALL,38.20450909714262,45.97866007643965,55.33475582815167
TEACHER,Teacher,3250.784603715741,4020.481002385093,4972.420341865535,AL,ALL,27.319278509091646,33.787732389012746,41.787738267378536
UX-DESIGNER,UX Designer,5006.4696284838,6138.523448268327,7526.555221778472,AL,ALL,42.073885169605475,51.58755567075901,63.25244006717468
WAITER,Waiter,1308.8854835836491,2003.62199841801,3067.114092787644,AL,ALL,10.999746652440953,16.838244939131876,25.775729349846703
WEB-DESIGNER,Web Designer,3642.564606786805,4457.166283226635,5453.9406766643215,AL,ALL,30.611759655322366,37.45759313416785,45.83438845734277
WEB-DEVELOPER,Web Developer,4589.76959006216,5687.130109717772,7046.856764855693,AL,ALL,38.57197846333592,47.794089835183264,59.2211007621726
ACCOUNT-MANAGER,Account Manager,4932.870212286816,6176.117009232186,7732.703207296398,DZ,DZD,29.455021326174567,36.87866300774794,46.1733084548973
ACCOUNTANT,Accountant,3937.0158179690143,4675.841070405482,5553.315182505258,DZ,DZD,23.508602474664354,27.92025585906261,33.159805568010476
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,3073.137713794368,3701.01128926334,4457.165880256815,DZ,DZD,18.350236880876874,22.099378609664917,26.61450847221858
ARCHITECT,Architect,6715.559587798243,8315.925381471827,10297.669769151778,DZ,DZD,40.099767957221914,49.655828942755676,61.489167484026375
ATTORNEY,Attorney,5373.854697425665,7256.878357234215,9799.722258385984,DZ,DZD,32.0882159684993,43.332075966923924,58.515836762210654
BUSINESS-ANALYST,Business Analyst,5396.561859583766,6473.699842992279,7765.831421487801,DZ,DZD,32.22380436163355,38.65558158405151,46.37112275235749
BUSINESS-DEVELOPMENT,Business Development,4865.803605180119,6446.542903173844,8540.812325063558,DZ,DZD,29.054555013948985,38.493422798784216,50.998667783918265
C-LEVEL-EXECUTIVE,C Level Executive,8907.35391307453,13354.5369230897,20022.069199292397,DZ,DZD,53.18735101034922,79.74225003751658,119.5552386094301
CASHIER,Cashier,1426.1044601342935,1998.118864798324,2799.5698137617355,DZ,DZD,8.515516419219727,11.93111337660394,16.71671562796671
CHEF,Chef,3672.144651405853,4510.685558355354,5540.708805838063,DZ,DZD,21.927010921662628,26.934083727986692,33.084530712277775
CHEMICAL-ENGINEER,Chemical Engineer,6075.844012741912,7362.401889850588,8921.387954331938,DZ,DZD,36.27991560046693,43.962175233652374,53.27115069830771
CIVIL-ENGINEER,Civil Engineer,5384.826748770409,6419.503530086429,7652.990058074231,DZ,DZD,32.15373198502581,38.33196602480456,45.697327452099536
CONTENT-MARKETING,Content Marketing,3714.7600395030167,4651.174326839456,5823.639316833158,DZ,DZD,22.18147477560685,27.77296646637296,34.77395773479061
COPYWRITER,Copywriter,3685.657671577248,4532.237471688303,5573.273030260878,DZ,DZD,22.00769950259023,27.062773930550847,33.2789773292707
CUSTOMER-SUPPORT,Customer Support,3080.769246001072,3960.9187143031686,5092.519370505171,DZ,DZD,18.39580607978666,23.65133080340209,30.408314066031075
DATA-ANALYST,Data Analyst,4425.68538021136,5326.5793397974,6410.85956765447,DZ,DZD,26.426532960945668,31.80592663040266,38.28035142988944
DATA-SCIENTIST,Data Scientist,8732.503731319992,10549.12526701967,12743.658327925075,DZ,DZD,52.14329032948289,62.99065175860431,76.09458827591997
DENTIST,Dentist,9328.379813858664,12149.05593216548,15822.636190649597,DZ,DZD,55.701369493053114,72.54411451643014,94.47969769628861
ELECTRICAL-ENGINEER,Electrical Engineer,5864.22427397111,6991.333692824575,8335.074601661614,DZ,DZD,35.01629753425314,41.74646284177912,49.7701722489438
EXECUTIVE-ASSISTANT,Executive Assistant,4354.198832982235,5266.543342227245,6370.053330008618,DZ,DZD,25.999674421687182,31.447441303875635,38.036690326237114
FASHION-DESIGNER,Fashion Designer,4569.267816217685,5898.66939730903,7614.852544920826,DZ,DZD,27.283888523250194,35.221975324026324,45.46960176402796
FINANCE-MANAGER,Finance Manager,6160.483018424701,7781.897149690533,9830.06090062187,DZ,DZD,36.785309744266435,46.46705399450802,58.69699404298389
FINANCIAL-ANALYST,Financial Analyst,4748.55428939327,5526.358429300746,6431.565404510861,DZ,DZD,28.354439067581932,32.99884213164323,38.40398956345764
GRAPHIC-DESIGNER,Graphic Designer,3355.7568149331323,3995.98355717284,4758.35570627125,DZ,DZD,20.03780442126984,23.86070904569854,28.412965023210873
HARDWARE-ENGINEER,Hardware Engineer,5994.198165598952,7282.539780801657,8847.786508516147,DZ,DZD,35.79239412406575,43.485304765961914,52.83166373375277
HUMAN-RESOURCES-MANAGER,Human Resources Manager,5513.564783261948,6733.155581972279,8222.517712800507,DZ,DZD,32.9224490580988,40.20483668219273,49.09807559544706
IT-MANAGER,IT Manager,6394.518065121384,7835.956218639135,9602.320180365892,DZ,DZD,38.1827734915089,46.78985004634577,57.33711480771239
INDUSTRIAL-DESIGNER,Industrial Designer,5202.48885069197,6390.956152966144,7850.919381346337,DZ,DZD,31.0649608547632,38.161504697889875,46.879197679200544
INTERIOR-DESIGNER,Interior Designer,4438.497332742045,5355.839856722675,6462.777471838186,DZ,DZD,26.50303534571981,31.980646238451968,38.590362216537066
