job_id,job_title,salary_percentiles_percentile_25,salary_percentiles_percentile_50,salary_percentiles_percentile_75,iso_alpha2,currency_code,local_to_gbp_rates,gbp_converted_25th,gbp_converted_50th,gbp_converted_75th
CIVIL-ENGINEER,Civil Engineer,4715.653164056048,5621.943911339231,6702.412633557414,AF,AFN,90.200954,52.2794156263142,62.32687861970098,74.30534086765218
CONTENT-MARKETING,Content Marketing,3253.1204356089106,4073.14222328124,5099.86884883685,AF,AFN,90.200954,36.06525531436076,45.15630980223602,56.538967967421385
COPYWRITER,Copywriter,3227.379081755723,3968.653133407044,4880.185219745954,AF,AFN,90.200954,35.77987746954121,43.99790642355118,54.103476774158665
CUSTOMER-SUPPORT,Customer Support,2697.912764729592,3468.6826877821204,4459.654791590462,AF,AFN,90.200954,29.910024729113086,38.45505545076741,49.44132621469239
DATA-ANALYST,Data Analyst,3875.71276471669,4664.61133683487,5614.089651279645,AF,AFN,90.200954,42.96753629364818,51.713547695236905,62.23980348677516
DATA-SCIENTIST,Data Scientist,7647.144482214645,9237.982416290231,11159.762879094003,AF,AFN,90.200954,84.77897564381243,102.41557330192131,123.72111806150082
DENTIST,Dentist,8169.37727512025,10639.334368569487,13856.066624681342,AF,AFN,90.200954,90.56863495169075,117.95146167267242,153.61330462958676
ELECTRICAL-ENGINEER,Electrical Engineer,5135.146819754563,6122.428792787293,7299.525337533085,AF,AFN,90.200954,56.930072155939314,67.87543281180034,80.92514562022355
EXECUTIVE-ASSISTANT,Executive Assistant,3812.941608544483,4612.02911227063,5578.583339636177,AF,AFN,90.200954,42.27163283156055,51.1306023689132,61.84616783139763
FASHION-DESIGNER,Fashion Designer,4001.005639820749,5165.326797369793,6668.473710229963,AF,AFN,90.200954,44.356577867466335,57.264658169466735,73.92908183908968
FINANCE-MANAGER,Finance Manager,5394.650164523092,6814.691874043865,8608.533254586855,AF,AFN,90.200954,59.8070189426499,75.55010863902687,95.4372750269011
FINANCIAL-ANALYST,Financial Analyst,4158.437450205505,4839.834581024893,5632.884719842741,AF,AFN,90.200954,46.101923159321636,53.656135178181074,62.44817233133411
GRAPHIC-DESIGNER,Graphic Designer,2938.5408965455404,3499.2670767859763,4166.98984488287,AF,AFN,90.200954,32.577714161931596,38.7941249134236,46.19673806202615
HARDWARE-ENGINEER,Hardware Engineer,5248.907914196643,6377.349518374998,7748.390245048249,AF,AFN,90.200954,58.19126828965294,70.70157504514862,85.90142234025872
HUMAN-RESOURCES-MANAGER,Human Resources Manager,4828.610989408728,5896.314404270354,7200.108608927986,AF,AFN,90.200954,53.53170643193783,65.36864792217557,79.82297625065014
IT-MANAGER,IT Manager,5599.804942402885,6862.063804155871,8408.849975424437,AF,AFN,90.200954,62.08143810100817,76.07529077969477,93.22351485799626
INDUSTRIAL-DESIGNER,Industrial Designer,4555.731465712329,5596.392749682486,6874.771273157471,AF,AFN,90.200954,50.506466547042606,62.04360931351665,76.21617032074263
INTERIOR-DESIGNER,Interior Designer,3886.6922833160697,4689.913636272093,5659.128202689836,AF,AFN,90.200954,43.08925915923317,51.994058025950515,62.739116957563844
LECTURER,Lecturer,3774.386051870144,4650.936471316823,5731.053941741619,AF,AFN,90.200954,41.84419215643932,51.561943250808895,63.53651139589521
MARKETING-MANAGER,Marketing Manager,4650.39418130388,5841.145162972038,7336.792427635744,AF,AFN,90.200954,51.55593122999431,64.75702200413576,81.33830189463123
MECHANICAL-ENGINEER,Mechanical Engineer,4886.83082414904,5729.7670306431255,6718.10246902946,AF,AFN,90.200954,54.17715231868878,63.522244239713096,74.47928398883076
MOBILE-DEVELOPER,Mobile Developer,4762.924611425684,5956.93988805559,7450.282279249849,AF,AFN,90.200954,52.80348377940309,66.04076369364775,82.59649093345342
NURSE,Nurse,5131.442166757975,5708.450491788896,6350.340890189327,AF,AFN,90.200954,56.889001049345616,63.28592147472073,70.4021477443501
OFFICE-MANAGER,Office Manager,3029.144640731049,3703.186631182255,4527.215716598254,AF,AFN,90.200954,33.582179637823444,41.05484994296463,50.190330765218455
OPERATIONS-MANAGER,Operations Manager,4212.119712788196,5368.397756131944,6842.088172504816,AF,AFN,90.200954,46.69706390010239,59.51597536465019,75.8538337909909
PHARMACIST,Pharmacist,8132.330854799966,9059.527537287811,10092.437293108018,AF,AFN,90.200954,90.15792510132394,100.43715876095736,111.88836531715639
PHYSICIAN,Physician,10236.881767683342,13947.430463983696,19002.936730379348,AF,AFN,90.200954,113.48972836455081,154.6261967914851,210.67334532159546
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,3362.7669984797694,3803.527980382381,4302.059911998602,AF,AFN,90.200954,37.28083628117469,42.16726998677177,47.694173079351266
PRODUCT-MANAGER,Product Manager,5749.316112893498,7065.251920171963,8682.386516119244,AF,AFN,90.200954,63.738972349377796,78.3279068220494,96.25603866805272
PROJECT-MANAGER,Project Manager,5150.675570295596,6366.931271875142,7870.387732158241,AF,AFN,90.200954,57.1022294320257,70.58607464257132,87.25393006550952
QA-ENGINEER,QA Engineer,4058.986618400206,5003.747148865108,6168.408000232304,AF,AFN,90.200954,44.99937570948758,55.47332846241414,68.38517473143693
RECEPTIONIST,Receptionist,2100.314542125269,2544.11445451668,3081.6900173110657,AF,AFN,90.200954,23.284837343574758,28.204961718217305,34.16471645423025
RESEARCH-SCIENTIST,Research Scientist,4396.260900587408,5634.285452648172,7220.948273948249,AF,AFN,90.200954,48.73851889180028,62.46370135562172,80.05401222195776
SALES-MANAGER,Sales Manager,4389.725580115229,5802.080370591479,7668.847633504982,AF,AFN,90.200954,48.66606599432672,64.32393576005282,85.01958453238734
SOFTWARE-ENGINEER,Software Engineer,5166.414555318859,6297.273934408642,7675.663379384979,AF,AFN,90.200954,57.27671744268757,69.81382851459246,85.09514632611291
SYSTEMS-ADMINISTRATOR,Systems Administrator,4152.635373411389,4997.855784511527,6015.110934783431,AF,AFN,90.200954,46.03759926321167,55.40801469252229,66.6856686990631
TEACHER,Teacher,2969.2128420021395,3672.515538343406,4542.406050715861,AF,AFN,90.200954,32.917754306702115,40.71481925061908,50.35873623593672
UX-DESIGNER,UX Designer,4573.219720291985,5607.569649796224,6875.864117744181,AF,AFN,90.200954,50.70034758492671,62.16752042108362,76.22828598624558
WAITER,Waiter,1195.2723314971583,1830.0392712114012,2801.908524044104,AF,AFN,90.200954,13.2512160735812,20.288469135386322,31.062958868972764
WEB-DESIGNER,Web Designer,3327.5394963571634,4071.777507753269,4982.471910790467,AF,AFN,90.200954,36.89029160774911,45.14118007835338,55.23746357261883
WEB-DEVELOPER,Web Developer,4192.672402250361,5195.216592798963,6437.487324697009,AF,AFN,90.200954,46.48146406800045,57.59602711961298,71.36828425004252
ACCOUNT-MANAGER,Account Manager,41581.470553501385,52060.39389599544,65180.10490078684,AX,EUR,1.16593,35663.77960383675,44651.38893072092,55903.96070157458
ACCOUNTANT,Accountant,33188.32444956384,39414.90862049328,46809.68525309967,AX,EUR,1.16593,28465.108925547713,33805.55318114577,40147.937914883114
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,25905.092159283635,31197.60539723369,37571.40011457963,AX,EUR,1.16593,22218.394036763475,26757.700202613956,32224.404650862085
ARCHITECT,Architect,56608.75464894782,70097.24168877421,86799.70656209718,AX,EUR,1.16593,48552.44710141074,60121.312333308364,74446.75629076976
ATTORNEY,Attorney,45296.90807546685,61170.22639988987,82606.00462132579,AX,EUR,1.16593,38850.452493260185,52464.75037085406,70849.88345897764
BUSINESS-ANALYST,Business Analyst,45489.459576689405,54568.3423575576,65459.207811242246,AX,EUR,1.16593,39015.60091659826,46802.417261377275,56143.3429204517
BUSINESS-DEVELOPMENT,Business Development,41017.57537832156,54342.17450401583,71995.28257308094,AX,EUR,1.16593,35180.13549554567,46608.43661627699,61749.232435121274
C-LEVEL-EXECUTIVE,C Level Executive,75081.05825795679,112565.7341822244,168764.86301577106,AX,EUR,1.16593,64395.85417474187,96545.87683842462,144746.9942584641
CASHIER,Cashier,12023.158253423191,16843.813438871177,23597.298245884704,AX,EUR,1.16593,10312.075556356893,14446.676420429338,20239.035144378056
CHEF,Chef,30957.89012223009,38024.912054027256,46705.1834284484,AX,EUR,1.16593,26552.100145146014,32613.37477723985,40058.308327642655
CHEMICAL-ENGINEER,Chemical Engineer,51215.60869880867,62059.83795505942,75200.1896464392,AX,EUR,1.16593,43926.82982581173,53227.75634477149,64498.03131100427
CIVIL-ENGINEER,Civil Engineer,45389.44049565268,54111.61292348094,64509.86443556348,AX,EUR,1.16593,38929.816108730956,46410.687539973194,55329.105894490654
CONTENT-MARKETING,Content Marketing,31314.97008443108,39207.71962381249,49089.78913135753,AX,EUR,1.16593,26858.362066703045,33627.850405952755,42103.54749543929
COPYWRITER,Copywriter,31069.59506285216,38204.47326629855,46977.81785062417,AX,EUR,1.16593,26647.907732755964,32767.381632086446,40292.14262487814
CUSTOMER-SUPPORT,Customer Support,25972.20182960437,33391.57083699086,42930.39959711274,AX,EUR,1.16593,22275.952955670044,28639.430186195452,36820.73503307466
DATA-ANALYST,Data Analyst,37309.06012854875,44901.8205097575,54039.782244412825,AX,EUR,1.16593,31999.399731157748,38511.59204219593,46349.07948540035
DATA-SCIENTIST,Data Scientist,73607.9164851693,88919.34079271798,107415.74472637833,AX,EUR,1.16593,63132.3634224776,76264.73355408815,92128.8111004763
DENTIST,Dentist,78633.53577327904,102407.58554835536,133369.4774718178,AX,EUR,1.16593,67442.75880479878,87833.39098261077,114388.92341034008
ELECTRICAL-ENGINEER,Electrical Engineer,49430.38674795515,58931.7358103109,70259.40345813602,AX,EUR,1.16593,42395.672765908035,50544.83185981226,60260.395956992295
EXECUTIVE-ASSISTANT,Executive Assistant,36704.61538826733,44394.53459067782,53695.5551958428,AX,EUR,1.16593,31480.97689249555,38076.50081109314,46053.841307662384
FASHION-DESIGNER,Fashion Designer,38516.89621910001,49721.960679339696,64186.723658482006,AX,EUR,1.16593,33035.341932277246,42645.75118518239,55051.95308336007
FINANCE-MANAGER,Finance Manager,51926.6259934983,65594.01059889588,82858.72891080556,AX,EUR,1.16593,44536.658284372395,56258.96117167916,71066.64114552809
FINANCIAL-ANALYST,Financial Analyst,40028.750228073804,46585.01167664205,54215.11539950231,AX,EUR,1.16593,34332.03556652098,39955.23888796244,46499.46000146005
GRAPHIC-DESIGNER,Graphic Designer,28289.90020985698,33686.31101226495,40112.10860403314,AX,EUR,1.16593,24263.806754999856,28892.224243535165,34403.53074715733
HARDWARE-ENGINEER,Hardware Engineer,50525.20207712372,61385.435103639815,74580.04100827315,AX,EUR,1.16593,43334.67882044696,52649.331523882065,63966.139483736726
HUMAN-RESOURCES-MANAGER,Human Resources Manager,46477.629568935554,56755.658491025366,69306.5631923464,AX,EUR,1.16593,39863.13892680998,48678.444238526645,59443.15970285214
IT-MANAGER,IT Manager,53902.56911922345,66050.78509084586,80936.88821153462,AX,EUR,1.16593,46231.393925212884,56650.72953851935,69418.30831313597
INDUSTRIAL-DESIGNER,Industrial Designer,43853.42466270259,53871.10748128141,66177.18555805314,AX,EUR,1.16593,37612.399254417156,46204.40976840926,56759.141250377936
INTERIOR-DESIGNER,Interior Designer,37414.231377968325,45144.96673794246,54473.06938316696,AX,EUR,1.16593,32089.60347359475,38720.134774765604,46720.70311525303
LECTURER,Lecturer,36331.33356605456,44769.04317978665,55166.35450745599,AX,EUR,1.16593,31160.81888797318,38397.71099447364,47315.32296746459
MARKETING-MANAGER,Marketing Manager,44761.64766884892,56221.94542562716,70616.41633093807,AX,EUR,1.16593,38391.36797993784,48220.68685566643,60566.60033701686
MECHANICAL-ENGINEER,Mechanical Engineer,47039.4534664784,55152.01981734172,64663.70388635755,AX,EUR,1.16593,40345.00653253489,47303.028327036554,55461.05159517086
MOBILE-DEVELOPER,Mobile Developer,45847.501324639255,57340.50339919842,71714.5588107872,AX,EUR,1.16593,39322.68774681092,49180.05660648445,61508.46003686946
NURSE,Nurse,49393.17246317155,54948.7109741312,61129.11333990336,AX,EUR,1.16593,42363.75465351398,47128.65349903614,52429.488339697375
OFFICE-MANAGER,Office Manager,29154.882455013965,35644.100811671946,43577.67261222951,AX,EUR,1.16593,25005.688553355663,30571.390059156165,37375.89101595251
OPERATIONS-MANAGER,Operations Manager,40547.054341032985,51676.51459348853,65860.81785548024,AX,EUR,1.16593,34776.576930890355,44322.14163242093,56487.7975997532
PHARMACIST,Pharmacist,78273.85377603376,87198.41625893107,97140.53200730369,AX,EUR,1.16593,67134.26515831462,74788.72338727975,83315.92120221943
PHYSICIAN,Physician,98532.49678016864,134246.69551887794,182905.90258711067,AX,EUR,1.16593,84509.78770609612,115141.2996653984,156875.54363221693
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,32373.76180177704,36613.87279652592,41409.326768030856,AX,EUR,1.16593,27766.471230500152,31403.14838500246,35516.134560420316
PRODUCT-MANAGER,Product Manager,55340.43980167869,68007.03778556187,83572.8303739745,AX,EUR,1.16593,47464.63321269604,58328.577003389466,71679.1148473532
PROJECT-MANAGER,Project Manager,49580.48957448087,61285.4345993176,75753.67904314528,AX,EUR,1.16593,42524.41362215645,52563.56264897344,64972.750545183066
QA-ENGINEER,QA Engineer,39073.739334901205,48167.14430926569,59376.80473896452,AX,EUR,1.16593,33512.93759908503,41312.20940302222,50926.560547343775
RECEPTIONIST,Receptionist,20220.01436183648,24489.91539340569,29661.499999137308,AX,EUR,1.16593,17342.391362977607,21004.618968038983,25440.206529669285
RESEARCH-SCIENTIST,Research Scientist,42315.68087304547,54232.49791590613,69505.29377094924,AX,EUR,1.16593,36293.50035855109,46514.36871502246,59613.60782461146
SALES-MANAGER,Sales Manager,42257.63252277231,55850.51245903571,73815.77139362806,AX,EUR,1.16593,36243.71319270652,47902.114585811934,63310.637339830064
SOFTWARE-ENGINEER,Software Engineer,49731.38642132344,60615.33215620177,73881.28014929555,AX,EUR,1.16593,42653.835497262655,51988.82622130126,63366.82317917504
SYSTEMS-ADMINISTRATOR,Systems Administrator,39972.83226239694,48107.84732645864,57898.448606130216,AX,EUR,1.16593,34284.07559836092,41261.35130450254,49658.59751968834
TEACHER,Teacher,28584.13286399388,35352.74192205254,43724.13070405182,AX,EUR,1.16593,24516.165519365557,30321.496077854197,37501.50584001769
UX-DESIGNER,UX Designer,44021.056939406575,53976.41468073662,66183.17560609926,AX,EUR,1.16593,37756.174847037626,46294.73011307422,56764.27882128367
WAITER,Waiter,11511.768162762855,17620.733407861375,26971.551323910902,AX,EUR,1.16593,9873.464241217616,15113.02857621073,23133.07945066248
WEB-DESIGNER,Web Designer,32030.76515946096,39193.23337314984,47957.31649228067,AX,EUR,1.16593,27472.288353040887,33615.42577440313,41132.2433527576
WEB-DEVELOPER,Web Developer,40356.13892318295,50005.47166307388,61962.00288154976,AX,EUR,1.16593,34612.8317507766,42888.91413984877,53143.84472614116
ACCOUNT-MANAGER,Account Manager,4728.56106573281,5920.527429993007,7412.962328713695,AL,ALL,120.581937,39.21450578234458,49.09962119776702,61.47655704613283
ACCOUNTANT,Accountant,3774.324640274973,4482.382658056706,5323.271368565622,AL,ALL,120.581937,31.30091234373663,37.17291967251037,44.14650735429488
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,2945.5067595144783,3547.640017360261,4272.863965469385,AL,ALL,120.581937,24.4274294541684,29.42099045365527,35.4353568351567
ARCHITECT,Architect,6438.311438413439,7972.248496647717,9871.648288571105,AL,ALL,120.581937,53.39366408099282,66.11478215553726,81.86672510138152
ATTORNEY,Attorney,5151.251460472993,6956.632442369567,9394.752966259795,AL,ALL,120.581937,42.719926289399325,57.69216033052751,77.91177683818262
BUSINESS-ANALYST,Business Analyst,5173.297644894326,6205.789064195547,7444.346054068133,AL,ALL,120.581937,42.90275785579997,51.465329041741526,61.73682592333985
BUSINESS-DEVELOPMENT,Business Development,4664.811637077124,6180.244704867633,8187.988622832559,AL,ALL,120.581937,38.68582437083528,51.25348670479255,67.90394006386346
C-LEVEL-EXECUTIVE,C Level Executive,8539.080447937979,12802.389500245175,19194.242039910387,AL,ALL,120.581937,70.81558532218618,106.1717021534094,159.18007719440092
CASHIER,Cashier,1366.88172972507,1915.1370781674168,2683.2972805257623,AL,ALL,120.581937,11.335708844394082,15.882454087359841,22.252895809143972
CHEF,Chef,3520.5464626443377,4324.3626367583065,5311.707262668906,AL,ALL,120.581937,29.196300459531827,35.862441293825846,44.05060488179839
CHEMICAL-ENGINEER,Chemical Engineer,5824.3591399040015,7057.773667567552,8552.386270505795,AL,ALL,120.581937,48.302086405395876,58.53093625098718,70.92593205320458
CIVIL-ENGINEER,Civil Engineer,5161.896477065804,6153.916976532235,7336.585365923228,AL,ALL,120.581937,42.80820664761592,51.03514779773553,60.84315402831212
CONTENT-MARKETING,Content Marketing,3560.971987565375,4458.769473477654,5582.920979731862,AL,ALL,120.581937,29.531554030064843,36.977092791913385,46.299811718332755
COPYWRITER,Copywriter,3533.258864364024,4344.743436958662,5342.601903128072,AL,ALL,120.581937,29.301725882575795,36.03146163557368,44.30681772119876
CUSTOMER-SUPPORT,Customer Support,2953.446316223558,3797.288384442097,4882.228261746881,AL,ALL,120.581937,24.49327311953496,31.491353339614186,40.4888856756952
DATA-ANALYST,Data Analyst,4242.941209336175,5106.497406847695,6145.811237912952,AL,ALL,120.581937,35.18720394528225,42.34877572789111,50.967925966498214
DATA-SCIENTIST,Data Scientist,8371.528234683694,10112.913774484186,12216.529902681044,AL,ALL,120.581937,69.42605536916938,83.86756778077124,101.31310050759132
DENTIST,Dentist,8942.515887023375,11646.612540725771,15168.391690600778,AL,ALL,120.581937,74.16132224699108,96.5867096721607,125.79323294997972
ELECTRICAL-ENGINEER,Electrical Engineer,5621.558824043836,6702.224136134439,7990.632096360458,AL,ALL,120.581937,46.62023984607111,55.58232271666393,66.26723948181773
EXECUTIVE-ASSISTANT,Executive Assistant,4174.42355052163,5048.8958084814985,6106.555450444572,AL,ALL,120.581937,34.61897904759674,41.87107898657739,50.64237316443649
FASHION-DESIGNER,Fashion Designer,4380.2450393137815,5654.745710888852,7300.082248326756,AL,ALL,120.581937,36.32588054472687,46.89546255082013,60.54042943701224
FINANCE-MANAGER,Finance Manager,5905.229113256136,7459.7029017239265,9423.371441604337,AL,ALL,120.581937,48.97275048132737,61.864182043484064,78.14911317608322
FINANCIAL-ANALYST,Financial Analyst,4552.137299930777,5297.900087818,6165.838921626726,AL,ALL,120.581937,37.75140301429042,43.93610037810224,51.13401787223509
GRAPHIC-DESIGNER,Graphic Designer,3217.110986283411,3831.003620264607,4562.039917508644,AL,ALL,120.581937,26.679874833022552,31.77095770376128,37.83352657130267
HARDWARE-ENGINEER,Hardware Engineer,5745.98930138674,6981.124917768708,8481.760504797521,AL,ALL,120.581937,47.65215623785129,57.89527927195852,70.34022438035244
HUMAN-RESOURCES-MANAGER,Human Resources Manager,5285.654244798933,6454.667252825276,7882.227519079777,AL,ALL,120.581937,43.83454418051796,53.52930474839922,65.36822773944806
IT-MANAGER,IT Manager,6130.405428971891,7512.160016882381,9205.35334458465,AL,ALL,120.581937,50.840163804732136,62.2992149884139,76.34106379120988
INDUSTRIAL-DESIGNER,Industrial Designer,4987.395736807885,6126.809990996289,7526.533414771195,AL,ALL,120.581937,41.36105175361286,50.810346420262675,62.418415245487346
INTERIOR-DESIGNER,Interior Designer,4255.101174340633,5134.179471394276,6194.870054663531,AL,ALL,120.581937,35.28804794652315,42.578346302351044,51.374776428276576
LECTURER,Lecturer,4131.591174140245,5091.385137915561,6274.1451247246605,AL,ALL,120.581937,34.26376517852956,42.223447927491506,52.03221378608855
MARKETING-MANAGER,Marketing Manager,5090.562870986513,6393.974428354305,8031.117584945171,AL,ALL,120.581937,42.21662877240489,53.02597211018683,66.60299033797385
MECHANICAL-ENGINEER,Mechanical Engineer,5349.609607359581,6272.380554652312,7354.323158133951,AL,ALL,120.581937,44.364933425804736,52.01758000165739,60.99025559801674
MOBILE-DEVELOPER,Mobile Developer,5214.085637742701,6521.202484819073,8155.999882353483,AL,ALL,120.581937,43.24101741492758,54.081089150351545,67.63865372600112
NURSE,Nurse,5617.430725965723,6249.400766530723,6952.468458612034,AL,ALL,120.581937,46.58600504954339,51.82700595140317,57.65762792989496
OFFICE-MANAGER,Office Manager,3315.408703036572,4053.3735966579993,4955.599440586668,AL,ALL,120.581937,27.495069207891163,33.61509772942194,41.09736137831877
OPERATIONS-MANAGER,Operations Manager,4611.293439617319,5877.055342503186,7490.258416890429,AL,ALL,120.581937,38.24199174721599,48.739102130223586,62.11758247746865
PHARMACIST,Pharmacist,8902.341318879171,9917.067101760797,11047.455537596546,AL,ALL,120.581937,73.82814989013795,82.24338859111873,91.61783109850481
PHYSICIAN,Physician,11206.313204854636,15268.068391149453,20802.01651831673,AL,ALL,120.581937,92.93525617236217,126.61986339752904,172.5135375650561
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,3681.652373450549,4163.748845580096,4708.973767890268,AL,ALL,120.581937,30.532370478096972,34.53045248045813,39.0520660477553
PRODUCT-MANAGER,Product Manager,6293.7175860627485,7734.242665940821,9504.479474599511,AL,ALL,120.581937,52.19453047982426,64.14097217513451,78.82175150826704
PROJECT-MANAGER,Project Manager,5638.71223170591,6969.987183015561,8615.570246382977,AL,ALL,120.581937,46.762495046881774,57.80291274484636,71.44992409918723
QA-ENGINEER,QA Engineer,4443.901771045,5478.06946703313,6752.90468416089,AL,ALL,120.581937,36.85379320988184,45.430265952960525,56.00262238415435
RECEPTIONIST,Receptionist,2299.451364711373,2785.0900092955785,3373.2943774836776,AL,ALL,120.581937,19.06961707466495,23.09707472434763,27.975121825117785
RESEARCH-SCIENTIST,Research Scientist,4812.33633054967,6167.669841349838,7904.7158508872035,AL,ALL,120.581937,39.90926377762259,51.14920190202151,65.55472608544349
SALES-MANAGER,Sales Manager,4806.224171138947,6352.209647842221,8395.48176975228,AL,ALL,120.581937,39.8585749301651,52.67961193758416,69.624704815882
SOFTWARE-ENGINEER,Software Engineer,5655.920205940994,6893.739336901678,8402.45977926397,AL,ALL,120.581937,46.905202774616185,57.170580506611685,69.68257425872974
SYSTEMS-ADMINISTRATOR,Systems Administrator,4546.043553975196,5471.1078927735325,6584.411525972847,AL,ALL,120.581937,37.70086687175374,45.3725328095661,54.60528906558241
TEACHER,Teacher,3250.784603715741,4020.481002385093,4972.420341865535,AL,ALL,120.581937,26.95913405102906,33.34231562713322,41.23685906509808
UX-DESIGNER,UX Designer,5006.4696284838,6138.523448268327,7526.555221778472,AL,ALL,120.581937,41.51923375126907,50.90748748105056,62.41859609352993
WAITER,Waiter,1308.8854835836491,2003.62199841801,3067.114092787644,AL,ALL,120.581937,10.854739243271977,16.61626980181957,25.435933184483876
WEB-DESIGNER,Web Designer,3642.564606786805,4457.166283226635,5453.9406766643215,AL,ALL,120.581937,30.20821109207099,36.963797349072564,45.230163093700526
WEB-DEVELOPER,Web Developer,4589.76959006216,5687.130109717772,7046.856764855693,AL,ALL,120.581937,38.063491964490176,47.16403012930346,58.440401109626336
ACCOUNT-MANAGER,Account Manager,4932.870212286816,6176.117009232186,7732.703207296398,DZ,DZD,169.51364,29.100137382967034,36.43433654797446,45.61699699974821
ACCOUNTANT,Accountant,3937.0158179690143,4675.841070405482,5553.315182505258,DZ,DZD,169.51364,23.225362973557846,27.5838632832466,32.76028514581633
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,3073.137713794368,3701.01128926334,4457.165880256815,DZ,DZD,169.51364,18.129147092790692,21.83311790876144,26.29384797740651
ARCHITECT,Architect,6715.559587798243,8315.925381471827,10297.669769151778,DZ,DZD,169.51364,39.616632548261265,49.05755891662657,60.74832543948545
ATTORNEY,Attorney,5373.854697425665,7256.878357234215,9799.722258385984,DZ,DZD,169.51364,31.701606416012687,42.8099966305615,57.81081840013572
BUSINESS-ANALYST,Business Analyst,5396.561859583766,6473.699842992279,7765.831421487801,DZ,DZD,169.51364,31.835561194861757,38.18984621527966,45.81242796442694
BUSINESS-DEVELOPMENT,Business Development,4865.803605180119,6446.542903173844,8540.812325063558,DZ,DZD,169.51364,28.704496022739637,38.029641173263954,50.384218786544594
C-LEVEL-EXECUTIVE,C Level Executive,8907.35391307453,13354.5369230897,20022.069199292397,DZ,DZD,169.51364,52.546532025827126,78.78148875270273,118.11479712955486
CASHIER,Cashier,1426.1044601342935,1998.118864798324,2799.5698137617355,DZ,DZD,169.51364,8.412918630821057,11.787363334291706,16.515307049991584
CHEF,Chef,3672.144651405853,4510.685558355354,5540.708805838063,DZ,DZD,169.51364,21.66282696428354,26.60957288366502,32.6859172267085
CHEMICAL-ENGINEER,Chemical Engineer,6075.844012741912,7362.401889850588,8921.387954331938,DZ,DZD,169.51364,35.84280304960657,43.43250425069385,52.6293220671324
CIVIL-ENGINEER,Civil Engineer,5384.826748770409,6419.503530086429,7652.990058074231,DZ,DZD,169.51364,31.76633307367129,37.87012968446922,45.14675077518381
CONTENT-MARKETING,Content Marketing,3714.7600395030167,4651.174326839456,5823.639316833158,DZ,DZD,169.51364,21.914224952652877,27.438348482396197,34.35498946770984
COPYWRITER,Copywriter,3685.657671577248,4532.237471688303,5573.273030260878,DZ,DZD,169.51364,21.742543382215423,26.736712583649922,32.87802108585998
CUSTOMER-SUPPORT,Customer Support,3080.769246001072,3960.9187143031686,5092.519370505171,DZ,DZD,169.51364,18.17416725875907,23.3663716636795,30.04194453322559
DATA-ANALYST,Data Analyst,4425.68538021136,5326.5793397974,6410.85956765447,DZ,DZD,169.51364,26.108137257930156,31.42271819422555,37.81913695944745
DATA-SCIENTIST,Data Scientist,8732.503731319992,10549.12526701967,12743.658327925075,DZ,DZD,169.51364,51.51505053705408,62.2317193296048,75.17777523935581
DENTIST,Dentist,9328.379813858664,12149.05593216548,15822.636190649597,DZ,DZD,169.51364,55.030260773461436,71.67007877457813,93.34137471562522
