job_id,job_title,salary_percentiles_percentile_25,salary_percentiles_percentile_50,salary_percentiles_percentile_75,iso_alpha2,currency_code,local_to_gbp_rates,gbp_converted_25th,gbp_converted_50th,gbp_converted_75th
GRAPHIC-DESIGNER,Graphic Designer,2938.5408965455404,3499.2670767859763,4166.98984488287,AF,AFN,89.507995,32.82992649478452,39.09446387203709,46.5543870676901
HARDWARE-ENGINEER,Hardware Engineer,5248.907914196643,6377.349518374998,7748.390245048249,AF,AFN,89.507995,58.64177735404132,71.24893724158382,86.56645973410811
HUMAN-RESOURCES-MANAGER,Human Resources Manager,4828.610989408728,5896.314404270354,7200.108608927986,AF,AFN,89.507995,53.94614178776687,65.87472330567068,80.44095512281318
IT-MANAGER,IT Manager,5599.804942402885,6862.063804155871,8408.849975424437,AF,AFN,89.507995,62.56206434299959,76.6642555690793,93.94523891887465
INDUSTRIAL-DESIGNER,Industrial Designer,4555.731465712329,5596.392749682486,6874.771273157471,AF,AFN,89.507995,50.89748089779387,62.52394269006346,76.80622578080842
INTERIOR-DESIGNER,Interior Designer,3886.6922833160697,4689.913636272093,5659.128202689836,AF,AFN,89.507995,43.42285047627388,52.39658911220269,63.224834861844876
LECTURER,Lecturer,3774.386051870144,4650.936471316823,5731.053941741619,AF,AFN,89.507995,42.16814433023714,51.96112896190808,64.02840262192913
MARKETING-MANAGER,Marketing Manager,4650.39418130388,5841.145162972038,7336.792427635744,AF,AFN,89.507995,51.95507039682746,65.25836226106995,81.9680122165148
MECHANICAL-ENGINEER,Mechanical Engineer,4886.83082414904,5729.7670306431255,6718.10246902946,AF,AFN,89.507995,54.5965846307812,64.01402501132023,75.05589270577964
MOBILE-DEVELOPER,Mobile Developer,4762.924611425684,5956.93988805559,7450.282279249849,AF,AFN,89.507995,53.21228133225065,66.55204250810881,83.23594198763864
NURSE,Nurse,5131.442166757975,5708.450491788896,6350.340890189327,AF,AFN,89.507995,57.32942813385526,63.775872666893015,70.94719181442203
OFFICE-MANAGER,Office Manager,3029.144640731049,3703.186631182255,4527.215716598254,AF,AFN,89.507995,33.842168408878436,41.3726911342641,50.5788976347672
OPERATIONS-MANAGER,Operations Manager,4212.119712788196,5368.397756131944,6842.088172504816,AF,AFN,89.507995,47.058586361902044,59.9767401351348,76.44108408980468
PHARMACIST,Pharmacist,8132.330854799966,9059.527537287811,10092.437293108018,AF,AFN,89.507995,90.85591577378051,101.21472989410401,112.75459016938116
PHYSICIAN,Physician,10236.881767683342,13947.430463983696,19002.936730379348,AF,AFN,89.507995,114.36835075663735,155.8232922543254,212.30435035863945
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,3362.7669984797694,3803.527980382381,4302.059911998602,AF,AFN,89.507995,37.56945956034173,42.493723386188925,48.06341502788217
PRODUCT-MANAGER,Product Manager,5749.316112893498,7065.251920171963,8682.386516119244,AF,AFN,89.507995,64.23243100120273,78.93431106541895,97.00124012518931
PROJECT-MANAGER,Project Manager,5150.675570295596,6366.931271875142,7870.387732158241,AF,AFN,89.507995,57.544307302332,71.13254265024193,87.92943839439417
QA-ENGINEER,QA Engineer,4058.986618400206,5003.747148865108,6168.408000232304,AF,AFN,89.507995,45.347754894970066,55.90279559792517,68.91460366453639
RECEPTIONIST,Receptionist,2100.314542125269,2544.11445451668,3081.6900173110657,AF,AFN,89.507995,23.46510545929745,28.42332078287174,34.4292151478878
RESEARCH-SCIENTIST,Research Scientist,4396.260900587408,5634.285452648172,7220.948273948249,AF,AFN,89.507995,49.11584602679804,62.94728702892041,80.67377974390165
SALES-MANAGER,Sales Manager,4389.725580115229,5802.080370591479,7668.847633504982,AF,AFN,89.507995,49.042832208622585,64.82192312085058,85.67779485514096
SOFTWARE-ENGINEER,Software Engineer,5166.414555318859,6297.273934408642,7675.663379384979,AF,AFN,89.507995,57.72014617597969,70.35431789538625,85.75394163822996
SYSTEMS-ADMINISTRATOR,Systems Administrator,4152.635373411389,4997.855784511527,6015.110934783431,AF,AFN,89.507995,46.39401623744772,55.836976177508255,67.20194028235613
TEACHER,Teacher,2969.2128420021395,3672.515538343406,4542.406050715861,AF,AFN,89.507995,33.17259918515815,41.03002796949487,50.74860687825553
UX-DESIGNER,UX Designer,4573.219720291985,5607.569649796224,6875.864117744181,AF,AFN,89.507995,51.09286293690285,62.64881310095512,76.81843524418329
WAITER,Waiter,1195.2723314971583,1830.0392712114012,2801.908524044104,AF,AFN,89.507995,13.353805227087909,20.44553976671471,31.30344416768697
WEB-DESIGNER,Web Designer,3327.5394963571634,4071.777507753269,4982.471910790467,AF,AFN,89.507995,37.17589134196519,45.49065709441117,55.66510467350393
WEB-DEVELOPER,Web Developer,4192.672402250361,5195.216592798963,6437.487324697009,AF,AFN,89.507995,46.84131738455723,58.041927905981616,71.92080802052386
ACCOUNT-MANAGER,Account Manager,41581.470553501385,52060.39389599544,65180.10490078684,AX,EUR,1.154294,36023.292639051564,45101.50264663547,56467.50732550533
ACCOUNTANT,Accountant,33188.32444956384,39414.90862049328,46809.68525309967,AX,EUR,1.154294,28752.0548920499,34146.334140603074,40552.65404922808
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,25905.092159283635,31197.60539723369,37571.40011457963,AX,EUR,1.154294,22442.369239798212,27027.434429386005,32549.24665170193
ARCHITECT,Architect,56608.75464894782,70097.24168877421,86799.70656209718,AX,EUR,1.154294,49041.885905105475,60727.37247943264,75197.22580390888
ATTORNEY,Attorney,45296.90807546685,61170.22639988987,82606.00462132579,AX,EUR,1.154294,39242.08916919507,52993.62761990435,71564.09426136305
BUSINESS-ANALYST,Business Analyst,45489.459576689405,54568.3423575576,65459.207811242246,AX,EUR,1.154294,39408.9023911494,47274.21467802623,56709.30266573529
BUSINESS-DEVELOPMENT,Business Development,41017.57537832156,54342.17450401583,71995.28257308094,AX,EUR,1.154294,35534.77309794694,47078.27858761791,62371.703026335534
C-LEVEL-EXECUTIVE,C Level Executive,75081.05825795679,112565.7341822244,168764.86301577106,AX,EUR,1.154294,65045.00435587189,97519.1192037942,146206.1338062669
CASHIER,Cashier,12023.158253423191,16843.813438871177,23597.298245884704,AX,EUR,1.154294,10416.027678757051,14592.307885920898,20443.057181172826
CHEF,Chef,30957.89012223009,38024.912054027256,46705.1834284484,AX,EUR,1.154294,26819.7617957211,32942.13783839062,40462.12094011439
CHEMICAL-ENGINEER,Chemical Engineer,51215.60869880867,62059.83795505942,75200.1896464392,AX,EUR,1.154294,44369.63953620886,53764.325167643095,65148.21150109002
CIVIL-ENGINEER,Civil Engineer,45389.44049565268,54111.61292348094,64509.86443556348,AX,EUR,1.154294,39322.252819171445,46878.53607788046,55886.85762514878
CONTENT-MARKETING,Content Marketing,31314.97008443108,39207.71962381249,49089.78913135753,AX,EUR,1.154294,27129.11102754678,33966.8400111345,42527.97738821958
COPYWRITER,Copywriter,31069.59506285216,38204.47326629855,46977.81785062417,AX,EUR,1.154294,26916.535183282736,33097.69717792742,40698.31243220893
CUSTOMER-SUPPORT,Customer Support,25972.20182960437,33391.57083699086,42930.39959711274,AX,EUR,1.154294,22500.508388334663,28928.13341920764,37191.91089714816
DATA-ANALYST,Data Analyst,37309.06012854875,44901.8205097575,54039.782244412825,AX,EUR,1.154294,32321.973542744527,38899.81279445055,46816.30697587688
DATA-SCIENTIST,Data Scientist,73607.9164851693,88919.34079271798,107415.74472637833,AX,EUR,1.154294,63768.776832565454,77033.52940647528,93057.52670149748
DENTIST,Dentist,78633.53577327904,102407.58554835536,133369.4774718178,AX,EUR,1.154294,68122.62367583913,88718.80608264044,115542.03476048374
ELECTRICAL-ENGINEER,Electrical Engineer,49430.38674795515,58931.7358103109,70259.40345813602,AX,EUR,1.154294,42823.04746273926,51054.35513856167,60867.85815237368
EXECUTIVE-ASSISTANT,Executive Assistant,36704.61538826733,44394.53459067782,53695.5551958428,AX,EUR,1.154294,31798.324680079193,38460.335573673445,46518.092614050496
FASHION-DESIGNER,Fashion Designer,38516.89621910001,49721.960679339696,64186.723658482006,AX,EUR,1.154294,33368.358684269355,43075.64682770568,55606.91094165092
FINANCE-MANAGER,Finance Manager,51926.6259934983,65594.01059889588,82858.72891080556,AX,EUR,1.154294,44985.615444157476,56826.08642070035,71783.03699993725
FINANCIAL-ANALYST,Financial Analyst,40028.750228073804,46585.01167664205,54215.11539950231,AX,EUR,1.154294,34678.12379521492,40358.01249650613,46968.20342088091
GRAPHIC-DESIGNER,Graphic Designer,28289.90020985698,33686.31101226495,40112.10860403314,AX,EUR,1.154294,24508.400987839304,29183.475797556734,34750.33969164974
HARDWARE-ENGINEER,Hardware Engineer,50525.20207712372,61385.435103639815,74580.04100827315,AX,EUR,1.154294,43771.5192811569,53180.06946552596,64610.957874053885
HUMAN-RESOURCES-MANAGER,Human Resources Manager,46477.629568935554,56755.658491025366,69306.5631923464,AX,EUR,1.154294,40264.98411057803,49169.15317157099,60042.383649526375
IT-MANAGER,IT Manager,53902.56911922345,66050.78509084586,80936.88821153462,AX,EUR,1.154294,46697.435072194305,57221.804055852204,70118.08794946056
INDUSTRIAL-DESIGNER,Industrial Designer,43853.42466270259,53871.10748128141,66177.18555805314,AX,EUR,1.154294,37991.55558523443,46670.17889834082,57331.30862505839
INTERIOR-DESIGNER,Interior Designer,37414.231377968325,45144.96673794246,54473.06938316696,AX,EUR,1.154294,32413.086594895518,39110.457767208754,47191.676802588394
LECTURER,Lecturer,36331.33356605456,44769.04317978665,55166.35450745599,AX,EUR,1.154294,31474.93928414647,38784.783755080294,47792.290791995794
MARKETING-MANAGER,Marketing Manager,44761.64766884892,56221.94542562716,70616.41633093807,AX,EUR,1.154294,38778.37679902081,48706.78131015769,61177.14926261253
MECHANICAL-ENGINEER,Mechanical Engineer,47039.4534664784,55152.01981734172,64663.70388635755,AX,EUR,1.154294,40751.70924086793,47779.87221396085,56020.13342039165
MOBILE-DEVELOPER,Mobile Developer,45847.501324639255,57340.50339919842,71714.5588107872,AX,EUR,1.154294,39719.08484722199,49675.82210355284,62128.50349285988
NURSE,Nurse,49393.17246317155,54948.7109741312,61129.11333990336,AX,EUR,1.154294,42790.80759596043,47603.73957945827,52958.01012558617
OFFICE-MANAGER,Office Manager,29154.882455013965,35644.100811671946,43577.67261222951,AX,EUR,1.154294,25257.761415214813,30879.56864687155,37752.66319692341
OPERATIONS-MANAGER,Operations Manager,40547.054341032985,51676.51459348853,65860.81785548024,AX,EUR,1.154294,35127.14641246769,44768.93633120204,57057.22966201007
PHARMACIST,Pharmacist,78273.85377603376,87198.41625893107,97140.53200730369,AX,EUR,1.154294,67811.0202219138,75542.64014101353,84155.79740283125
PHYSICIAN,Physician,98532.49678016864,134246.69551887794,182905.90258711067,AX,EUR,1.154294,85361.69882211,116301.99543519931,158456.94648599983
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,32373.76180177704,36613.87279652592,41409.326768030856,AX,EUR,1.154294,28046.37449538596,31719.71161292177,35874.15924195297
PRODUCT-MANAGER,Product Manager,55340.43980167869,68007.03778556187,83572.8303739745,AX,EUR,1.154294,47943.106177177295,58916.56526462225,72401.68481684432
PROJECT-MANAGER,Project Manager,49580.48957448087,61285.4345993176,75753.67904314528,AX,EUR,1.154294,42953.0861067292,53093.43598712079,65627.71619981156
QA-ENGINEER,QA Engineer,39073.739334901205,48167.14430926569,59376.80473896452,AX,EUR,1.154294,33850.76881184621,41728.66211664073,51439.93188820571
RECEPTIONIST,Receptionist,20220.01436183648,24489.91539340569,29661.499999137308,AX,EUR,1.154294,17517.21343248469,21216.358564980575,25696.65960243864
RESEARCH-SCIENTIST,Research Scientist,42315.68087304547,54232.49791590613,69505.29377094924,AX,EUR,1.154294,36659.361369846396,46983.262423529995,60214.54999415162
SALES-MANAGER,Sales Manager,42257.63252277231,55850.51245903571,73815.77139362806,AX,EUR,1.154294,36609.072318466795,48384.997634082574,63948.84786166095
SOFTWARE-ENGINEER,Software Engineer,49731.38642132344,60615.33215620177,73881.28014929555,AX,EUR,1.154294,43083.81263466972,52512.905859513936,64005.600089141546
SYSTEMS-ADMINISTRATOR,Systems Administrator,39972.83226239694,48107.84732645864,57898.448606130216,AX,EUR,1.154294,34629.68036080665,41677.29133691992,50159.18700619618
TEACHER,Teacher,28584.13286399388,35352.74192205254,43724.13070405182,AX,EUR,1.154294,24763.30368519102,30627.15557912676,37879.54429638534
UX-DESIGNER,UX Designer,44021.056939406575,53976.41468073662,66183.17560609926,AX,EUR,1.154294,38136.78052507123,46761.40972814259,57336.49798586778
WAITER,Waiter,11511.768162762855,17620.733407861375,26971.551323910902,AX,EUR,1.154294,9972.994889311438,15265.377285042958,23366.27525042225
WEB-DESIGNER,Web Designer,32030.76515946096,39193.23337314984,47957.31649228067,AX,EUR,1.154294,27749.22607192012,33954.290131586786,41546.881896883
WEB-DEVELOPER,Web Developer,40356.13892318295,50005.47166307388,61962.00288154976,AX,EUR,1.154294,34961.75057930038,43321.2610158884,53679.56766781233
ACCOUNT-MANAGER,Account Manager,4728.56106573281,5920.527429993007,7412.962328713695,AL,ALL,119.824276,39.462463063267826,49.410083061908146,61.865279525775684
ACCOUNTANT,Accountant,3774.324640274973,4482.382658056706,5323.271368565622,AL,ALL,119.824276,31.49883117403499,37.40796779825071,44.42565017931443
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,2945.5067595144783,3547.640017360261,4272.863965469385,AL,ALL,119.824276,24.58188655789982,29.60702234796112,35.65941817557392
ARCHITECT,Architect,6438.311438413439,7972.248496647717,9871.648288571105,AL,ALL,119.824276,53.731277612004426,66.53283260103083,82.3843766731468
ATTORNEY,Attorney,5151.251460472993,6956.632442369567,9394.752966259795,AL,ALL,119.824276,42.99004869825371,58.05695368749457,78.40442087261012
BUSINESS-ANALYST,Business Analyst,5173.297644894326,6205.789064195547,7444.346054068133,AL,ALL,119.824276,43.1740363271156,51.790749515528454,62.12719410938175
BUSINESS-DEVELOPMENT,Business Development,4664.811637077124,6180.244704867633,8187.988622832559,AL,ALL,119.824276,38.930438745794085,51.57756767808581,68.33330353552529
C-LEVEL-EXECUTIVE,C Level Executive,8539.080447937979,12802.389500245175,19194.242039910387,AL,ALL,119.824276,71.26335942090715,106.84303654999907,160.18658890048613
CASHIER,Cashier,1366.88172972507,1915.1370781674168,2683.2972805257623,AL,ALL,119.824276,11.407385676380553,15.982880448761625,22.393603116999117
CHEF,Chef,3520.5464626443377,4324.3626367583065,5311.707262668906,AL,ALL,119.824276,29.38091161631002,36.08920313241289,44.32914130579772
CHEMICAL-ENGINEER,Chemical Engineer,5824.3591399040015,7057.773667567552,8552.386270505795,AL,ALL,119.824276,48.60750537648983,58.90103327281988,71.37440388545134
CIVIL-ENGINEER,Civil Engineer,5161.896477065804,6153.916976532235,7336.585365923228,AL,ALL,119.824276,43.07888726209207,51.35784819206615,61.22787143669642
CONTENT-MARKETING,Content Marketing,3560.971987565375,4458.769473477654,5582.920979731862,AL,ALL,119.824276,29.718285029031804,37.21090268450822,46.592570104340645
COPYWRITER,Copywriter,3533.258864364024,4344.743436958662,5342.601903128072,AL,ALL,119.824276,29.48700365495239,36.259292206853495,44.58697420486039
CUSTOMER-SUPPORT,Customer Support,2953.446316223558,3797.288384442097,4882.228261746881,AL,ALL,119.824276,24.648146559413036,31.690476347564974,40.74490098940286
DATA-ANALYST,Data Analyst,4242.941209336175,5106.497406847695,6145.811237912952,AL,ALL,119.824276,35.4096961899121,42.616551314257016,51.29020131040017
DATA-SCIENTIST,Data Scientist,8371.528234683694,10112.913774484186,12216.529902681044,AL,ALL,119.824276,69.86504332964795,84.39787088289343,101.95371347523138
DENTIST,Dentist,8942.515887023375,11646.612540725771,15168.391690600778,AL,ALL,119.824276,74.63025177822377,97.19743719315919,126.58863626766899
ELECTRICAL-ENGINEER,Electrical Engineer,5621.558824043836,6702.224136134439,7990.632096360458,AL,ALL,119.824276,46.91502433149553,55.933775357294365,66.68625393038434
EXECUTIVE-ASSISTANT,Executive Assistant,4174.42355052163,5048.8958084814985,6106.555450444572,AL,ALL,119.824276,34.83787834880496,42.1358340481982,50.96259000508855
FASHION-DESIGNER,Fashion Designer,4380.2450393137815,5654.745710888852,7300.082248326756,AL,ALL,119.824276,36.55557275650705,47.19198729720555,60.92323268722905
FINANCE-MANAGER,Finance Manager,5905.229113256136,7459.7029017239265,9423.371441604337,AL,ALL,119.824276,49.28241012911387,62.25535551513724,78.64325791214742
FINANCIAL-ANALYST,Financial Analyst,4552.137299930777,5297.900087818,6165.838921626726,AL,ALL,119.824276,37.99010894863055,44.21391277855917,51.45734343203314
GRAPHIC-DESIGNER,Graphic Designer,3217.110986283411,3831.003620264607,4562.039917508644,AL,ALL,119.824276,26.848574376392737,31.97184867834801,38.07275178118868
HARDWARE-ENGINEER,Hardware Engineer,5745.98930138674,6981.124917768708,8481.760504797521,AL,ALL,119.824276,47.95346563484966,58.26135697050828,70.78499272382436
HUMAN-RESOURCES-MANAGER,Human Resources Manager,5285.654244798933,6454.667252825276,7882.227519079777,AL,ALL,119.824276,44.11171443087988,53.86777594905122,65.78155764596298
IT-MANAGER,IT Manager,6130.405428971891,7512.160016882381,9205.35334458465,AL,ALL,119.824276,51.16163129558063,62.693139217318375,76.82377604839148
INDUSTRIAL-DESIGNER,Industrial Designer,4987.395736807885,6126.809990996289,7526.533414771195,AL,ALL,119.824276,41.62258186152433,51.131625372777464,62.81309318965712
INTERIOR-DESIGNER,Interior Designer,4255.101174340633,5134.179471394276,6194.870054663531,AL,ALL,119.824276,35.51117783795859,42.847573486647036,51.69962432874229
LECTURER,Lecturer,4131.591174140245,5091.385137915561,6274.1451247246605,AL,ALL,119.824276,34.48041842656529,42.490431053516744,52.361218729372176
MARKETING-MANAGER,Marketing Manager,5090.562870986513,6393.974428354305,8031.117584945171,AL,ALL,119.824276,42.48356878022374,53.3612606877283,67.02412777311645
MECHANICAL-ENGINEER,Mechanical Engineer,5349.609607359581,6272.380554652312,7354.323158133951,AL,ALL,119.824276,44.64545738093657,52.34649241404398,61.375903144484276
MOBILE-DEVELOPER,Mobile Developer,5214.085637742701,6521.202484819073,8155.999882353483,AL,ALL,119.824276,43.5144347356015,54.42304933951008,68.06633976535342
NURSE,Nurse,5617.430725965723,6249.400766530723,6952.468458612034,AL,ALL,119.824276,46.88057306489148,52.15471334482107,58.02220293500487
OFFICE-MANAGER,Office Manager,3315.408703036572,4053.3735966579993,4955.599440586668,AL,ALL,119.824276,27.668923307632355,33.827649387658305,41.357224145353214
OPERATIONS-MANAGER,Operations Manager,4611.293439617319,5877.055342503186,7490.258416890429,AL,ALL,119.824276,38.48379972366634,49.04728439588641,62.510358225660624
PHARMACIST,Pharmacist,8902.341318879171,9917.067101760797,11047.455537596546,AL,ALL,119.824276,74.2949727389062,82.76342184417452,92.19713989840044
PHYSICIAN,Physician,11206.313204854636,15268.068391149453,20802.01651831673,AL,ALL,119.824276,93.52289518406634,127.42049358303198,173.60435808781128
POSTDOCTORAL-RESEARCHER,Postdoctoral Researcher,3681.652373450549,4163.748845580096,4708.973767890268,AL,ALL,119.824276,30.725429740552315,34.74879201924071,39.29899620582951
PRODUCT-MANAGER,Product Manager,6293.7175860627485,7734.242665940821,9504.479474599511,AL,ALL,119.824276,52.524561767957174,64.5465420207573,79.32014940444549
PROJECT-MANAGER,Project Manager,5638.71223170591,6969.987183015561,8615.570246382977,AL,ALL,119.824276,47.05817902630941,58.16840640051571,71.90170918606658
QA-ENGINEER,QA Engineer,4443.901771045,5478.06946703313,6752.90468416089,AL,ALL,119.824276,37.086823466765615,45.717526113265485,56.356732622034706
RECEPTIONIST,Receptionist,2299.451364711373,2785.0900092955785,3373.2943774836776,AL,ALL,119.824276,19.190196189554886,23.243119860749907,28.15201134604542
RESEARCH-SCIENTIST,Research Scientist,4812.33633054967,6167.669841349838,7904.7158508872035,AL,ALL,119.824276,40.16161408352402,51.47262347197356,65.9692352398374
SALES-MANAGER,Sales Manager,4806.224171138947,6352.209647842221,8395.48176975228,AL,ALL,119.824276,40.110604725364226,53.01271044477015,70.06494885687671
SOFTWARE-ENGINEER,Software Engineer,5655.920205940994,6893.739336901678,8402.45977926397,AL,ALL,119.824276,47.20178910942048,57.53207586166995,70.12318421405668
SYSTEMS-ADMINISTRATOR,Systems Administrator,4546.043553975196,5471.1078927735325,6584.411525972847,AL,ALL,119.824276,37.93925326096021,45.659427917374046,54.950563823751764
TEACHER,Teacher,3250.784603715741,4020.481002385093,4972.420341865535,AL,ALL,119.824276,27.129599378641277,33.553142456584446,41.49760389009599
UX-DESIGNER,UX Designer,5006.4696284838,6138.523448268327,7526.555221778472,AL,ALL,119.824276,41.78176405992889,51.22938066630444,62.813275181220135
WAITER,Waiter,1308.8854835836491,2003.62199841801,3067.114092787644,AL,ALL,119.824276,10.923374855890213,16.721336154102946,25.59676715916601
WEB-DESIGNER,Web Designer,3642.564606786805,4457.166283226635,5453.9406766643215,AL,ALL,119.824276,30.399220661986767,37.19752317323941,45.51615798341499
WEB-DEVELOPER,Web Developer,4589.76959006216,5687.130109717772,7046.856764855693,AL,ALL,119.824276,38.30417126878497,47.462253055614305,58.809925668615705
ACCOUNT-MANAGER,Account Manager,4932.870212286816,6176.117009232186,7732.703207296398,DZ,DZD,167.959744,29.369360150291822,36.771412376242886,46.03902710935543
ACCOUNTANT,Accountant,3937.0158179690143,4675.841070405482,5553.315182505258,DZ,DZD,167.959744,23.440234690813856,27.839058092428875,33.06337012817344
ADMINISTRATIVE-ASSISTANT,Administrative Assistant,3073.137713794368,3701.01128926334,4457.165880256815,DZ,DZD,167.959744,18.296870670357585,22.035109134622996,26.537108083808555
ARCHITECT,Architect,6715.559587798243,8315.925381471827,10297.669769151778,DZ,DZD,167.959744,39.98314969924129,49.5114197213341,61.310344514169884
ATTORNEY,Attorney,5373.854697425665,7256.878357234215,9799.722258385984,DZ,DZD,167.959744,31.994896928550123,43.20605750169645,58.34566084112383
BUSINESS-ANALYST,Business Analyst,5396.561859583766,6473.699842992279,7765.831421487801,DZ,DZD,167.959744,32.13009100313803,38.543163312944074,46.23626612271927
BUSINESS-DEVELOPMENT,Business Development,4865.803605180119,6446.542903173844,8540.812325063558,DZ,DZD,167.959744,28.970058475322034,38.38147611831228,50.85035331480118
C-LEVEL-EXECUTIVE,C Level Executive,8907.35391307453,13354.5369230897,20022.069199292397,DZ,DZD,167.959744,53.032671406515895,79.51034340162902,119.20754772817703
CASHIER,Cashier,1426.1044601342935,1998.118864798324,2799.5698137617355,DZ,DZD,167.959744,8.490751570413762,11.896415279117859,16.668100028550505
CHEF,Chef,3672.144651405853,4510.685558355354,5540.708805838063,DZ,DZD,167.959744,21.863242726815855,26.85575394991882,32.98831418698794
CHEMICAL-ENGINEER,Chemical Engineer,6075.844012741912,7362.401889850588,8921.387954331938,DZ,DZD,167.959744,36.174406247856105,43.83432431196483,53.11622738798612
CIVIL-ENGINEER,Civil Engineer,5384.826748770409,6419.503530086429,7652.990058074231,DZ,DZD,167.959744,32.06022241121306,38.22048889337691,45.56443035584902
CONTENT-MARKETING,Content Marketing,3714.7600395030167,4651.174326839456,5823.639316833158,DZ,DZD,167.959744,22.116966548264188,27.692197047165394,34.672828013081265
COPYWRITER,Copywriter,3685.657671577248,4532.237471688303,5573.273030260878,DZ,DZD,167.959744,21.943696648985416,26.984069895273855,33.182195313782316
CUSTOMER-SUPPORT,Customer Support,3080.769246001072,3960.9187143031686,5092.519370505171,DZ,DZD,167.959744,18.342307344794907,23.582547936624437,30.319880521520506
DATA-ANALYST,Data Analyst,4425.68538021136,5326.5793397974,6410.85956765447,DZ,DZD,167.959744,26.349679243446335,31.713428545100665,38.16902440417193
DATA-SCIENTIST,Data Scientist,8732.503731319992,10549.12526701967,12743.658327925075,DZ,DZD,167.959744,51.99164706585878,62.807462167956565,75.87328978022897
DENTIST,Dentist,9328.379813858664,12149.05593216548,15822.636190649597,DZ,DZD,167.959744,55.53937861359603,72.33314151851458,94.20493157366087
